"","year","window","unitid","school_type","program_code","id_candidate","studentid","test_date","time_pt","time_sr","pt_aps","pt_we","pt_wm","score_pt","sr_sqr","sr_cre","sr_ca","score_sr","score_total","performance_pt","performance_sr","performance_tot","mastery","pr_across_pt","pr_across_sr","pr_across_total","pr_within_pt","pt_within_sr","pr_within_total","eaa","sat_tot","sat_m","sat_cr","sat_w","act_tot","sle","gpa","transfer","class","sex","race","parent_edu","dob","major_primary","field_of_study","major_secondary","english","attended_1","attended_2","attended_3","attended_4","effort_pt","effort_sr","engaging_pt","engaging_sr","ls_q1","ls_r1","ls_q2","ls_r2","ls_q3","ls_r3","ls_q4","ls_r4","ls_q5","ls_r5","ls_q6","ls_r6","ls_q7","ls_r7","ls_q8","ls_r8","ls_q9","ls_r9"
"363",2015,"Spring","35011000","0",0,479174,10098785,"2015-02-05 00:00:00","17","21",3,3,4,1014,620,594,611,1294,1154,NA,NA,NA,"Proficient",NA,NA,NA,15,76,41,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"2","6","5",NA,"11",1,"34","1",1,1,0,0,"5","5","3","4","During your second year at Queen’s, how often did you analyze the basic elements of an idea, experience, or theory, such as examine a particular case or situation in depth? ","Very often","During your second year at Queen’s, how often did you synthesize and organize ideas, information, or experiences into new, more complex interpretations or relationships? ","Very often","During your second year at Queen’s, how often did you make judgments about the value of information, arguments, or methods, such as examine how others gathered and interpreted data?","Very often","During your second year at Queen’s, how often did you apply theories or concepts to practical problems or new situations? ","Very often","During your second year at Queen’s, how many courses had a strong emphasis on exploring ideas, information, events and issues for you to make an evaluative judgment? ","5-6","During your second year at Queen’s, how many courses had a strong emphasis on applying knowledge and skills to solve problems? ","7 or more",NA,NA,NA,NA,NA,NA
"364",2015,"Spring","35011000","0",0,586775,10085424,"2015-02-05 00:00:00","31","22",3,4,4,1166,352,538,388,884,1025,NA,NA,NA,"Basic",NA,NA,NA,47,7,12,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"2","6","3",NA,"11",1,"34","1",1,1,0,0,"3","2","4","4","During your second year at Queen’s, how often did you analyze the basic elements of an idea, experience, or theory, such as examine a particular case or situation in depth? ","Very often","During your second year at Queen’s, how often did you synthesize and organize ideas, information, or experiences into new, more complex interpretations or relationships? ","Very often","During your second year at Queen’s, how often did you make judgments about the value of information, arguments, or methods, such as examine how others gathered and interpreted data?","Very often","During your second year at Queen’s, how often did you apply theories or concepts to practical problems or new situations? ","Very often","During your second year at Queen’s, how many courses had a strong emphasis on exploring ideas, information, events and issues for you to make an evaluative judgment? ","0-2","During your second year at Queen’s, how many courses had a strong emphasis on applying knowledge and skills to solve problems? ","5-6",NA,NA,NA,NA,NA,NA
"365",2015,"Spring","35011000","0",0,480343,10101504,"2015-02-05 00:00:00","9","21",2,2,3,894,798,548,598,1413,1154,NA,NA,NA,"Proficient",NA,NA,NA,4,94,41,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"1","2","3",NA,"11",1,"34","1",1,1,0,0,"3","4","3","3","During your second year at Queen’s, how often did you analyze the basic elements of an idea, experience, or theory, such as examine a particular case or situation in depth? ","often","During your second year at Queen’s, how often did you synthesize and organize ideas, information, or experiences into new, more complex interpretations or relationships? ","often","During your second year at Queen’s, how often did you make judgments about the value of information, arguments, or methods, such as examine how others gathered and interpreted data?","Very often","During your second year at Queen’s, how often did you apply theories or concepts to practical problems or new situations? ","Very often","During your second year at Queen’s, how many courses had a strong emphasis on exploring ideas, information, events and issues for you to make an evaluative judgment? ","5-6","During your second year at Queen’s, how many courses had a strong emphasis on applying knowledge and skills to solve problems? ","7 or more",NA,NA,NA,NA,NA,NA
"366",2015,"Spring","35011000","0",0,479199,10099405,"2015-02-05 00:00:00","28","26",3,3,3,1042,620,627,627,1333,1188,NA,NA,NA,"Proficient",NA,NA,NA,18,82,55,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"2","2","5",NA,"11",1,"11","0",1,1,0,0,"4","4","4","4","During your second year at Queen’s, how often did you analyze the basic elements of an idea, experience, or theory, such as examine a particular case or situation in depth? ","Very often","During your second year at Queen’s, how often did you synthesize and organize ideas, information, or experiences into new, more complex interpretations or relationships? ","Very often","During your second year at Queen’s, how often did you make judgments about the value of information, arguments, or methods, such as examine how others gathered and interpreted data?","often","During your second year at Queen’s, how often did you apply theories or concepts to practical problems or new situations? ","Very often","During your second year at Queen’s, how many courses had a strong emphasis on exploring ideas, information, events and issues for you to make an evaluative judgment? ","0-2","During your second year at Queen’s, how many courses had a strong emphasis on applying knowledge and skills to solve problems? ","5-6",NA,NA,NA,NA,NA,NA
"367",2015,"Spring","35011000","0",0,480394,10084317,"2015-02-05 00:00:00","35","22",4,4,4,1193,567,558,668,1237,1215,NA,NA,NA,"Proficient",NA,NA,NA,54,64,65,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"2","6","5",NA,"11",1,"9","0",1,0,0,0,"4","4","3","2","During your second year at Queen’s, how often did you analyze the basic elements of an idea, experience, or theory, such as examine a particular case or situation in depth? ","often","During your second year at Queen’s, how often did you synthesize and organize ideas, information, or experiences into new, more complex interpretations or relationships? ","sometimes","During your second year at Queen’s, how often did you make judgments about the value of information, arguments, or methods, such as examine how others gathered and interpreted data?","Very often","During your second year at Queen’s, how often did you apply theories or concepts to practical problems or new situations? ","often","During your second year at Queen’s, how many courses had a strong emphasis on exploring ideas, information, events and issues for you to make an evaluative judgment? ","3-4","During your second year at Queen’s, how many courses had a strong emphasis on applying knowledge and skills to solve problems? ","5-6",NA,NA,NA,NA,NA,NA
"368",2015,"Spring","35011000","0",0,586779,10100115,"2015-02-05 00:00:00","41","3",3,3,3,1014,335,479,355,796,905,NA,NA,NA,"Below Basic",NA,NA,NA,15,4,2,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"1","8","3",NA,"11",1,"5","1",1,1,0,0,"3","1","3","1","During your second year at Queen’s, how often did you analyze the basic elements of an idea, experience, or theory, such as examine a particular case or situation in depth? ","sometimes","During your second year at Queen’s, how often did you synthesize and organize ideas, information, or experiences into new, more complex interpretations or relationships? ","sometimes","During your second year at Queen’s, how often did you make judgments about the value of information, arguments, or methods, such as examine how others gathered and interpreted data?","sometimes","During your second year at Queen’s, how often did you apply theories or concepts to practical problems or new situations? ","sometimes","During your second year at Queen’s, how many courses had a strong emphasis on exploring ideas, information, events and issues for you to make an evaluative judgment? ","3-4","During your second year at Queen’s, how many courses had a strong emphasis on applying knowledge and skills to solve problems? ","3-4",NA,NA,NA,NA,NA,NA
"369",2015,"Spring","35011000","0",0,480383,10086604,"2015-02-05 00:00:00","23","23",3,4,4,1118,619,618,474,1251,1185,NA,NA,NA,"Proficient",NA,NA,NA,35,67,54,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"2","6","4",NA,"11",1,"34","1",1,1,0,0,"3","2","3","2","During your second year at Queen’s, how often did you analyze the basic elements of an idea, experience, or theory, such as examine a particular case or situation in depth? ","Very often","During your second year at Queen’s, how often did you synthesize and organize ideas, information, or experiences into new, more complex interpretations or relationships? ","Very often","During your second year at Queen’s, how often did you make judgments about the value of information, arguments, or methods, such as examine how others gathered and interpreted data?","Very often","During your second year at Queen’s, how often did you apply theories or concepts to practical problems or new situations? ","often","During your second year at Queen’s, how many courses had a strong emphasis on exploring ideas, information, events and issues for you to make an evaluative judgment? ","0-2","During your second year at Queen’s, how many courses had a strong emphasis on applying knowledge and skills to solve problems? ","0-2",NA,NA,NA,NA,NA,NA
"370",2015,"Spring","35011000","0",0,479508,10083526,"2015-02-05 00:00:00","13","17",2,3,3,913,682,665,717,1470,1192,NA,NA,NA,"Proficient",NA,NA,NA,6,97,58,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"1","6","4",NA,"11",1,"36","1",1,1,0,0,"3","5","2","4","During your second year at Queen’s, how often did you analyze the basic elements of an idea, experience, or theory, such as examine a particular case or situation in depth? ","Very often","During your second year at Queen’s, how often did you synthesize and organize ideas, information, or experiences into new, more complex interpretations or relationships? ","often","During your second year at Queen’s, how often did you make judgments about the value of information, arguments, or methods, such as examine how others gathered and interpreted data?","Very often","During your second year at Queen’s, how often did you apply theories or concepts to practical problems or new situations? ","Very often","During your second year at Queen’s, how many courses had a strong emphasis on exploring ideas, information, events and issues for you to make an evaluative judgment? ","7 or more","During your second year at Queen’s, how many courses had a strong emphasis on applying knowledge and skills to solve problems? ","7 or more",NA,NA,NA,NA,NA,NA
"371",2015,"Spring","35011000","0",0,479182,10086064,"2015-02-05 00:00:00","27","17",3,3,4,1089,451,525,611,1070,1080,NA,NA,NA,"Basic",NA,NA,NA,31,28,24,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"1","2","2",NA,"11",1,"36","0",1,1,0,0,"4","2","4","1","During your second year at Queen’s, how often did you analyze the basic elements of an idea, experience, or theory, such as examine a particular case or situation in depth? ","often","During your second year at Queen’s, how often did you synthesize and organize ideas, information, or experiences into new, more complex interpretations or relationships? ","Very often","During your second year at Queen’s, how often did you make judgments about the value of information, arguments, or methods, such as examine how others gathered and interpreted data?","often","During your second year at Queen’s, how often did you apply theories or concepts to practical problems or new situations? ","often","During your second year at Queen’s, how many courses had a strong emphasis on exploring ideas, information, events and issues for you to make an evaluative judgment? ","3-4","During your second year at Queen’s, how many courses had a strong emphasis on applying knowledge and skills to solve problems? ","5-6",NA,NA,NA,NA,NA,NA
"372",2015,"Spring","35011000","0",0,586780,10085094,"2015-02-05 00:00:00","40","20",4,4,4,1239,420,583,598,1088,1164,NA,NA,NA,"Proficient",NA,NA,NA,66,33,46,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"2","8","4",NA,"11",1,"34","1",0,1,0,0,"4","3","4","2","During your second year at Queen’s, how often did you analyze the basic elements of an idea, experience, or theory, such as examine a particular case or situation in depth? ","Very often","During your second year at Queen’s, how often did you synthesize and organize ideas, information, or experiences into new, more complex interpretations or relationships? ","Very often","During your second year at Queen’s, how often did you make judgments about the value of information, arguments, or methods, such as examine how others gathered and interpreted data?","Very often","During your second year at Queen’s, how often did you apply theories or concepts to practical problems or new situations? ","Very often","During your second year at Queen’s, how many courses had a strong emphasis on exploring ideas, information, events and issues for you to make an evaluative judgment? ","0-2","During your second year at Queen’s, how many courses had a strong emphasis on applying knowledge and skills to solve problems? ","3-4",NA,NA,NA,NA,NA,NA
"373",2015,"Spring","35011000","0",0,480390,10100372,"2015-02-05 00:00:00","35","21",4,4,4,1193,525,525,598,1134,1164,NA,NA,NA,"Proficient",NA,NA,NA,54,43,46,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"1","2","5",NA,"11",1,"6","0",1,1,0,0,"4","2","3","2","During your second year at Queen’s, how often did you analyze the basic elements of an idea, experience, or theory, such as examine a particular case or situation in depth? ","often","During your second year at Queen’s, how often did you synthesize and organize ideas, information, or experiences into new, more complex interpretations or relationships? ","often","During your second year at Queen’s, how often did you make judgments about the value of information, arguments, or methods, such as examine how others gathered and interpreted data?","Very often","During your second year at Queen’s, how often did you apply theories or concepts to practical problems or new situations? ","sometimes","During your second year at Queen’s, how many courses had a strong emphasis on exploring ideas, information, events and issues for you to make an evaluative judgment? ","3-4","During your second year at Queen’s, how many courses had a strong emphasis on applying knowledge and skills to solve problems? ","7 or more",NA,NA,NA,NA,NA,NA
"374",2015,"Spring","35011000","0",0,586825,10098768,"2015-02-05 00:00:00","41","29",4,5,5,1342,672,458,717,1266,1304,NA,NA,NA,"Proficient",NA,NA,NA,86,70,87,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"1","6","5",NA,"11",1,"34","1",1,1,0,0,"4","3","3","4","During your second year at Queen’s, how often did you analyze the basic elements of an idea, experience, or theory, such as examine a particular case or situation in depth? ","often","During your second year at Queen’s, how often did you synthesize and organize ideas, information, or experiences into new, more complex interpretations or relationships? ","often","During your second year at Queen’s, how often did you make judgments about the value of information, arguments, or methods, such as examine how others gathered and interpreted data?","often","During your second year at Queen’s, how often did you apply theories or concepts to practical problems or new situations? ","Very often","During your second year at Queen’s, how many courses had a strong emphasis on exploring ideas, information, events and issues for you to make an evaluative judgment? ","3-4","During your second year at Queen’s, how many courses had a strong emphasis on applying knowledge and skills to solve problems? ","7 or more",NA,NA,NA,NA,NA,NA
"375",2015,"Spring","35011000","0",0,479147,10097891,"2015-02-05 00:00:00","16","20",2,3,4,980,477,538,717,1157,1069,NA,NA,NA,"Basic",NA,NA,NA,11,47,22,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"1","2","4",NA,"11",1,"11","1",1,1,0,0,"4","3","3","3","During your second year at Queen’s, how often did you analyze the basic elements of an idea, experience, or theory, such as examine a particular case or situation in depth? ","often","During your second year at Queen’s, how often did you synthesize and organize ideas, information, or experiences into new, more complex interpretations or relationships? ","often","During your second year at Queen’s, how often did you make judgments about the value of information, arguments, or methods, such as examine how others gathered and interpreted data?","often","During your second year at Queen’s, how often did you apply theories or concepts to practical problems or new situations? ","often","During your second year at Queen’s, how many courses had a strong emphasis on exploring ideas, information, events and issues for you to make an evaluative judgment? ","0-2","During your second year at Queen’s, how many courses had a strong emphasis on applying knowledge and skills to solve problems? ","3-4",NA,NA,NA,NA,NA,NA
"376",2015,"Spring","35011000","0",0,586827,10101263,"2015-02-05 00:00:00","47","22",4,4,5,1249,565,627,523,1233,1241,NA,NA,NA,"Proficient",NA,NA,NA,71,63,72,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"1","6","4",NA,"11",1,"34","1",1,1,0,0,"4","3","4","3","During your second year at Queen’s, how often did you analyze the basic elements of an idea, experience, or theory, such as examine a particular case or situation in depth? ","sometimes","During your second year at Queen’s, how often did you synthesize and organize ideas, information, or experiences into new, more complex interpretations or relationships? ","often","During your second year at Queen’s, how often did you make judgments about the value of information, arguments, or methods, such as examine how others gathered and interpreted data?","often","During your second year at Queen’s, how often did you apply theories or concepts to practical problems or new situations? ","often","During your second year at Queen’s, how many courses had a strong emphasis on exploring ideas, information, events and issues for you to make an evaluative judgment? ","0-2","During your second year at Queen’s, how many courses had a strong emphasis on applying knowledge and skills to solve problems? ","7 or more",NA,NA,NA,NA,NA,NA
"377",2015,"Spring","35011000","0",0,480932,10105038,"2015-02-05 00:00:00","44","24",4,4,4,1239,625,502,627,1220,1230,NA,NA,NA,"Proficient",NA,NA,NA,66,60,70,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"2","6","4",NA,"11",1,"11","1",1,1,0,0,"4","3","2","3","During your second year at Queen’s, how often did you analyze the basic elements of an idea, experience, or theory, such as examine a particular case or situation in depth? ","sometimes","During your second year at Queen’s, how often did you synthesize and organize ideas, information, or experiences into new, more complex interpretations or relationships? ","sometimes","During your second year at Queen’s, how often did you make judgments about the value of information, arguments, or methods, such as examine how others gathered and interpreted data?","sometimes","During your second year at Queen’s, how often did you apply theories or concepts to practical problems or new situations? ","sometimes","During your second year at Queen’s, how many courses had a strong emphasis on exploring ideas, information, events and issues for you to make an evaluative judgment? ","0-2","During your second year at Queen’s, how many courses had a strong emphasis on applying knowledge and skills to solve problems? ","7 or more",NA,NA,NA,NA,NA,NA
"378",2015,"Spring","35011000","0",0,586821,10006394,"2015-02-05 00:00:00","23","17",4,4,4,1290,477,558,596,1119,1205,NA,NA,NA,"Proficient",NA,NA,NA,82,40,63,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"2","6","3",NA,"11",1,"36","1",1,1,1,0,"4","3","4","1","During your second year at Queen’s, how often did you analyze the basic elements of an idea, experience, or theory, such as examine a particular case or situation in depth? ","often","During your second year at Queen’s, how often did you synthesize and organize ideas, information, or experiences into new, more complex interpretations or relationships? ","often","During your second year at Queen’s, how often did you make judgments about the value of information, arguments, or methods, such as examine how others gathered and interpreted data?","often","During your second year at Queen’s, how often did you apply theories or concepts to practical problems or new situations? ","often","During your second year at Queen’s, how many courses had a strong emphasis on exploring ideas, information, events and issues for you to make an evaluative judgment? ","5-6","During your second year at Queen’s, how many courses had a strong emphasis on applying knowledge and skills to solve problems? ","5-6",NA,NA,NA,NA,NA,NA
"379",2015,"Spring","35011000","0",0,479156,10085986,"2015-02-05 00:00:00","31","3",3,3,3,1044,451,456,355,884,964,NA,NA,NA,"Basic",NA,NA,NA,20,7,7,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"2","7","5",NA,"11",1,"11","1",1,1,0,0,"2","2","4","4","During your second year at Queen’s, how often did you analyze the basic elements of an idea, experience, or theory, such as examine a particular case or situation in depth? ","Very often","During your second year at Queen’s, how often did you synthesize and organize ideas, information, or experiences into new, more complex interpretations or relationships? ","Very often","During your second year at Queen’s, how often did you make judgments about the value of information, arguments, or methods, such as examine how others gathered and interpreted data?","Very often","During your second year at Queen’s, how often did you apply theories or concepts to practical problems or new situations? ","Very often","During your second year at Queen’s, how many courses had a strong emphasis on exploring ideas, information, events and issues for you to make an evaluative judgment? ","7 or more","During your second year at Queen’s, how many courses had a strong emphasis on applying knowledge and skills to solve problems? ","7 or more",NA,NA,NA,NA,NA,NA
"380",2015,"Spring","35011000","0",0,480379,10086531,"2015-02-05 00:00:00","9","3",2,2,2,826,334,365,451,733,780,NA,NA,NA,"Below Basic",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"1","2","1",NA,"11",1,"6","1",1,1,0,0,"2","2","1","2","During your second year at Queen’s, how often did you analyze the basic elements of an idea, experience, or theory, such as examine a particular case or situation in depth? ","Very often","During your second year at Queen’s, how often did you synthesize and organize ideas, information, or experiences into new, more complex interpretations or relationships? ","Very often","During your second year at Queen’s, how often did you make judgments about the value of information, arguments, or methods, such as examine how others gathered and interpreted data?","Very often","During your second year at Queen’s, how often did you apply theories or concepts to practical problems or new situations? ","Very often","During your second year at Queen’s, how many courses had a strong emphasis on exploring ideas, information, events and issues for you to make an evaluative judgment? ","3-4","During your second year at Queen’s, how many courses had a strong emphasis on applying knowledge and skills to solve problems? ","3-4",NA,NA,NA,NA,NA,NA
"381",2015,"Spring","35011000","0",0,479518,10093703,"2015-02-05 00:00:00","38","14",4,4,3,1081,420,502,474,954,1018,NA,NA,NA,"Basic",NA,NA,NA,26,15,11,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"2","6","4",NA,"11",1,"11","1",1,1,0,0,"3","2","3","2","During your second year at Queen’s, how often did you analyze the basic elements of an idea, experience, or theory, such as examine a particular case or situation in depth? ","sometimes","During your second year at Queen’s, how often did you synthesize and organize ideas, information, or experiences into new, more complex interpretations or relationships? ","often","During your second year at Queen’s, how often did you make judgments about the value of information, arguments, or methods, such as examine how others gathered and interpreted data?","often","During your second year at Queen’s, how often did you apply theories or concepts to practical problems or new situations? ","Very often","During your second year at Queen’s, how many courses had a strong emphasis on exploring ideas, information, events and issues for you to make an evaluative judgment? ","3-4","During your second year at Queen’s, how many courses had a strong emphasis on applying knowledge and skills to solve problems? ","3-4",NA,NA,NA,NA,NA,NA
"382",2015,"Spring","35011000","0",0,479171,10098523,"2015-02-05 00:00:00","36","22",4,4,4,1148,567,572,598,1217,1183,NA,NA,NA,"Proficient",NA,NA,NA,41,59,54,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"1","6","3",NA,"11",1,"34","1",1,1,0,0,"3","4","4","4","During your second year at Queen’s, how often did you analyze the basic elements of an idea, experience, or theory, such as examine a particular case or situation in depth? ","often","During your second year at Queen’s, how often did you synthesize and organize ideas, information, or experiences into new, more complex interpretations or relationships? ","often","During your second year at Queen’s, how often did you make judgments about the value of information, arguments, or methods, such as examine how others gathered and interpreted data?","Very often","During your second year at Queen’s, how often did you apply theories or concepts to practical problems or new situations? ","often","During your second year at Queen’s, how many courses had a strong emphasis on exploring ideas, information, events and issues for you to make an evaluative judgment? ","3-4","During your second year at Queen’s, how many courses had a strong emphasis on applying knowledge and skills to solve problems? ","5-6",NA,NA,NA,NA,NA,NA
"383",2015,"Spring","35011000","0",0,480938,10103859,"2015-02-05 00:00:00","36","20",4,4,4,1276,620,583,611,1283,1280,NA,NA,NA,"Proficient",NA,NA,NA,78,74,83,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"1","6","4",NA,"11",1,"34","1",1,1,0,0,"4","4","3","3","During your second year at Queen’s, how often did you analyze the basic elements of an idea, experience, or theory, such as examine a particular case or situation in depth? ","Very often","During your second year at Queen’s, how often did you synthesize and organize ideas, information, or experiences into new, more complex interpretations or relationships? ","often","During your second year at Queen’s, how often did you make judgments about the value of information, arguments, or methods, such as examine how others gathered and interpreted data?","Very often","During your second year at Queen’s, how often did you apply theories or concepts to practical problems or new situations? ","often","During your second year at Queen’s, how many courses had a strong emphasis on exploring ideas, information, events and issues for you to make an evaluative judgment? ","3-4","During your second year at Queen’s, how many courses had a strong emphasis on applying knowledge and skills to solve problems? ","5-6",NA,NA,NA,NA,NA,NA
"384",2015,"Spring","35011000","0",0,586824,10100725,"2015-02-05 00:00:00","28","25",4,4,4,1267,565,665,717,1360,1314,NA,NA,NA,"Proficient",NA,NA,NA,74,86,89,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"1","6","3",NA,"11",1,"36","1",0,1,0,0,"3","2","2","1","During your second year at Queen’s, how often did you analyze the basic elements of an idea, experience, or theory, such as examine a particular case or situation in depth? ","often","During your second year at Queen’s, how often did you synthesize and organize ideas, information, or experiences into new, more complex interpretations or relationships? ","often","During your second year at Queen’s, how often did you make judgments about the value of information, arguments, or methods, such as examine how others gathered and interpreted data?","often","During your second year at Queen’s, how often did you apply theories or concepts to practical problems or new situations? ","often","During your second year at Queen’s, how many courses had a strong emphasis on exploring ideas, information, events and issues for you to make an evaluative judgment? ","3-4","During your second year at Queen’s, how many courses had a strong emphasis on applying knowledge and skills to solve problems? ","3-4",NA,NA,NA,NA,NA,NA
"385",2015,"Spring","35011000","0",0,479494,10093376,"2015-02-05 00:00:00","26","16",3,3,3,1014,535,360,536,958,986,NA,NA,NA,"Basic",NA,NA,NA,15,15,8,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"1","6","5",NA,"11",1,"34","1",1,1,0,0,"3","2","2","5","During your second year at Queen’s, how often did you analyze the basic elements of an idea, experience, or theory, such as examine a particular case or situation in depth? ","Very often","During your second year at Queen’s, how often did you synthesize and organize ideas, information, or experiences into new, more complex interpretations or relationships? ","Very often","During your second year at Queen’s, how often did you make judgments about the value of information, arguments, or methods, such as examine how others gathered and interpreted data?","often","During your second year at Queen’s, how often did you apply theories or concepts to practical problems or new situations? ","often","During your second year at Queen’s, how many courses had a strong emphasis on exploring ideas, information, events and issues for you to make an evaluative judgment? ","5-6","During your second year at Queen’s, how many courses had a strong emphasis on applying knowledge and skills to solve problems? ","7 or more",NA,NA,NA,NA,NA,NA
"386",2015,"Spring","35011000","0",0,479495,10093327,"2015-02-05 00:00:00","19","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"387",2015,"Spring","35011000","0",0,480348,10086528,"2015-03-10 00:00:00","54","9",4,4,4,1267,451,358,355,791,1029,NA,NA,NA,"Basic",NA,NA,NA,74,4,13,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"1","6","5",NA,"11",1,"8","1",1,1,0,0,"3","1","3","1","During your second year at Queen’s, how often did you analyze the basic elements of an idea, experience, or theory, such as examine a particular case or situation in depth? ","often","During your second year at Queen’s, how often did you synthesize and organize ideas, information, or experiences into new, more complex interpretations or relationships? ","often","During your second year at Queen’s, how often did you make judgments about the value of information, arguments, or methods, such as examine how others gathered and interpreted data?","sometimes","During your second year at Queen’s, how often did you apply theories or concepts to practical problems or new situations? ","Very often","During your second year at Queen’s, how many courses had a strong emphasis on exploring ideas, information, events and issues for you to make an evaluative judgment? ","3-4","During your second year at Queen’s, how many courses had a strong emphasis on applying knowledge and skills to solve problems? ","5-6",NA,NA,NA,NA,NA,NA
"388",2015,"Spring","35011000","0",0,592736,10086159,"2015-03-10 00:00:00","38","12",3,4,4,1118,535,458,536,1051,1085,NA,NA,NA,"Basic",NA,NA,NA,35,26,26,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"2","5","4",NA,"11",1,"34","0",1,1,0,0,"3","2","3","1","During your second year at Queen’s, how often did you analyze the basic elements of an idea, experience, or theory, such as examine a particular case or situation in depth? ","Very often","During your second year at Queen’s, how often did you synthesize and organize ideas, information, or experiences into new, more complex interpretations or relationships? ","Very often","During your second year at Queen’s, how often did you make judgments about the value of information, arguments, or methods, such as examine how others gathered and interpreted data?","Very often","During your second year at Queen’s, how often did you apply theories or concepts to practical problems or new situations? ","Very often","During your second year at Queen’s, how many courses had a strong emphasis on exploring ideas, information, events and issues for you to make an evaluative judgment? ","0-2","During your second year at Queen’s, how many courses had a strong emphasis on applying knowledge and skills to solve problems? ","0-2",NA,NA,NA,NA,NA,NA
"389",2015,"Spring","35011000","0",0,479499,10094480,"2015-03-10 00:00:00","25","23",4,3,3,1047,535,538,536,1126,1087,NA,NA,NA,"Basic",NA,NA,NA,21,41,26,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"1","6","3",NA,"11",1,"34","1",1,1,0,0,"3","3","3","3","During your second year at Queen’s, how often did you analyze the basic elements of an idea, experience, or theory, such as examine a particular case or situation in depth? ","sometimes","During your second year at Queen’s, how often did you synthesize and organize ideas, information, or experiences into new, more complex interpretations or relationships? ","often","During your second year at Queen’s, how often did you make judgments about the value of information, arguments, or methods, such as examine how others gathered and interpreted data?","sometimes","During your second year at Queen’s, how often did you apply theories or concepts to practical problems or new situations? ","often","During your second year at Queen’s, how many courses had a strong emphasis on exploring ideas, information, events and issues for you to make an evaluative judgment? ","0-2","During your second year at Queen’s, how many courses had a strong emphasis on applying knowledge and skills to solve problems? ","5-6",NA,NA,NA,NA,NA,NA
"390",2015,"Spring","35011000","0",0,592738,10094923,"2015-03-10 00:00:00","47","26",4,4,3,1081,725,538,474,1276,1179,NA,NA,NA,"Proficient",NA,NA,NA,26,73,53,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"1","6","4",NA,"11",1,"34","1",1,1,0,0,"3","2","4","4","During your second year at Queen’s, how often did you analyze the basic elements of an idea, experience, or theory, such as examine a particular case or situation in depth? ","Very often","During your second year at Queen’s, how often did you synthesize and organize ideas, information, or experiences into new, more complex interpretations or relationships? ","Very often","During your second year at Queen’s, how often did you make judgments about the value of information, arguments, or methods, such as examine how others gathered and interpreted data?","Very often","During your second year at Queen’s, how often did you apply theories or concepts to practical problems or new situations? ","Very often","During your second year at Queen’s, how many courses had a strong emphasis on exploring ideas, information, events and issues for you to make an evaluative judgment? ","3-4","During your second year at Queen’s, how many courses had a strong emphasis on applying knowledge and skills to solve problems? ","7 or more",NA,NA,NA,NA,NA,NA
"391",2015,"Spring","35011000","0",0,479537,10093642,"2015-03-10 00:00:00","29","20",5,5,5,1416,625,572,627,1285,1351,NA,NA,NA,"Proficient",NA,NA,NA,95,75,95,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"1","6","5",NA,"11",1,"34","1",1,1,0,0,"2","2","2","1",NA,NA,"During your second year at Queen’s, how often did you synthesize and organize ideas, information, or experiences into new, more complex interpretations or relationships? ","often","During your second year at Queen’s, how often did you make judgments about the value of information, arguments, or methods, such as examine how others gathered and interpreted data?","often","During your second year at Queen’s, how often did you apply theories or concepts to practical problems or new situations? ","Very often","During your second year at Queen’s, how many courses had a strong emphasis on exploring ideas, information, events and issues for you to make an evaluative judgment? ","0-2","During your second year at Queen’s, how many courses had a strong emphasis on applying knowledge and skills to solve problems? ","3-4",NA,NA,NA,NA,NA,NA
